date,pref,sales,customers,avg_temp,avg_rain,newcase_day,total_case,newdeath_day,total_death,emergency,GZnew,cumGZ,newcaseday14,lsales,lcustomers,sales_per,customers_per,dummy_school_closure,dummy_gathering_restriction,NSHR,M15,M20,M30,M40,M50,M60,M70,F15,F20,F30,F40,F50,F60,F70
2019-03-17,Nagano,7269703,4544,34.22,0.5,0,0,0,0,0,0,0,0,15.799225995855396,8.421562960400987,106907.39705882352,66.82352941176471,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-17,Shizuoka,13447146,7325,48.02,0,0,0,0,0,0,0,0,0,16.414277448187388,8.899048433885268,115923.6724137931,63.14655172413793,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-18,Ibaraki,8822029,3557,44.96,0,0,0,0,0,0,0,0,0,15.992762446878071,8.176672771948455,102581.73255813954,41.36046511627907,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-18,Tochigi,5241322,3150,44.96,0,0,0,0,0,0,0,0,0,15.472084314553772,8.055157731819678,90367.62068965516,54.310344827586206,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-18,Gunma,6176882,2310,47.39,0,0,0,0,0,0,0,0,0,15.636324171371076,7.745002803515839,61768.82,23.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-18,Yamanashi,2052892,755,42.44,0,0,0,0,0,0,0,0,0,14.534760088674808,6.626717749249025,114049.55555555556,41.94444444444444,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-18,Nagano,5789356,3239,41.3,0,0,0,0,0,0,0,0,0,15.57153161711092,8.08301991917133,85137.58823529411,47.63235294117647,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-18,Shizuoka,8314291,3828,49.04,0,0,0,0,0,0,0,0,0,15.933486399384982,8.250097752572845,71674.9224137931,33,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-19,Ibaraki,12087829,4551,52.879999999999995,0,0,0,0,0,0,0,0,0,16.3077096365739,8.423102268016642,140556.1511627907,52.91860465116279,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-19,Tochigi,6903946,3640,52.16,0,0,0,0,0,0,0,0,0,15.747603690162087,8.199738960630786,119033.55172413791,62.758620689655174,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-19,Gunma,9278508,2826,52.34,0,0,0,0,0,0,0,0,0,16.04321131597449,7.946617563244473,92785.08,28.26,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-19,Yamanashi,2014903,666,47.66,0,0,0,0,0,0,0,0,0,14.516081613246389,6.501289670540389,111939.05555555556,37,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-19,Nagano,5925030,3182,47.36,0,0,0,0,0,0,0,0,0,15.59469630826379,8.065265208897733,87132.79411764706,46.794117647058826,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-19,Shizuoka,10528878,4620,53.24,0,0,0,0,0,0,0,0,0,16.16963232572646,8.438149984075784,90766.18965517242,39.827586206896555,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20,Ibaraki,18155318,6130,54.08,0,0,0,0,0,0,0,0,0,16.71447407851303,8.720950028930258,211108.3488372093,71.27906976744185,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20,Tochigi,11051197,4784,55.67,0,0,0,0,0,0,0,0,0,16.218049305853075,8.473032295630468,190537.87931034484,82.48275862068965,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20,Gunma,16381116,4416,56.3,0,0,0,0,0,0,0,0,0,16.61163976593646,8.392989587956931,163811.16,44.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20,Yamanashi,3017856,1031,51.35,0,0,0,0,0,0,0,0,0,14.920057203453904,6.93828448401696,167658.66666666666,57.27777777777778,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20,Nagano,9343579,4264,51.379999999999995,0,0,0,0,0,0,0,0,0,16.050199927384423,8.357962965845681,137405.57352941178,62.705882352941174,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-20,Shizuoka,17256872,6775,57.92,0,0,0,0,0,0,0,0,0,16.663720998922262,8.820994645747902,148766.1379310345,58.4051724137931,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-21,Ibaraki,11026321,4502,59.900000000000006,1.5,0,0,0,0,0,0,0,0,16.215795790713614,8.412277021466677,128213.03488372092,52.34883720930232,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-21,Tochigi,8879513,5034,59,0.75,0,0,0,0,0,0,0,0,15.999257271122117,8.523970175695261,153095.05172413794,86.79310344827586,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-21,Gunma,10176930,3430,59.63,0,0,0,0,0,0,0,0,0,16.135633951895525,8.140315540159985,101769.3,34.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-21,Yamanashi,2419219,971,55.58,0.25,0,0,0,0,0,0,0,0,14.698955318772487,6.878326468291325,134401.05555555556,53.94444444444444,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-21,Nagano,7367134,4631,55.52,7.5,0,0,0,0,0,0,0,0,15.812539314721736,8.440528106480752,108340.20588235294,68.1029411764706,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-21,Shizuoka,12863947,6678,58.88,6,0,0,0,0,0,0,0,0,16.36993915036752,8.8065738205036,110896.0948275862,57.56896551724138,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,Ibaraki,16331801,5515,57.86,0,0,0,0,0,0,0,0,0,16.608624746679233,8.615226931687603,189904.66279069768,64.12790697674419,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,Tochigi,10962265,4581,58.19,0,0,0,0,0,0,0,0,0,16.20996947871673,8.429672593886743,189004.56896551725,78.98275862068965,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,Gunma,15940809,4298,54.5,0,0,0,0,0,0,0,0,0,16.584392982861548,8.365905077202456,159408.09,42.98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,Yamanashi,2509697,882,55.58,0,0,0,0,0,0,0,0,0,14.735672586689594,6.782192056006791,139427.61111111112,49,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,Nagano,9115235,4337,48.14,0,0,0,0,0,0,0,0,0,16.02545774744111,8.374938143835367,134047.57352941178,63.77941176470589,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-22,Shizuoka,18205520,7096,61.4,0,0,0,0,0,0,0,0,0,16.717235402765173,8.867286523989415,156944.1379310345,61.172413793103445,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-23,Ibaraki,18538186,6656,42.02,0,0,0,0,0,0,0,0,0,16.735343270812397,8.803273982501045,215560.3023255814,77.3953488372093,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-23,Tochigi,13482746,6099,42.620000000000005,0,0,0,0,0,0,0,0,0,16.416921351901347,8.715880102296456,232461.1379310345,105.15517241379312,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-23,Gunma,19148274,5553,43.43,0,0,0,0,0,0,0,0,0,16.767723138980624,8.622093601241607,191482.74,55.53,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-23,Yamanashi,3250564,1193,40.28,0.75,0,0,0,0,0,0,0,0,14.994339077711402,7.084226422097916,180586.88888888888,66.27777777777777,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-23,Nagano,12002164,5748,35.84,0,0,0,0,0,0,0,0,0,16.300597524827506,8.656607247198915,176502.41176470587,84.52941176470588,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-23,Shizuoka,22169960,9740,49.22,0,0,0,0,0,0,0,0,0,16.914248777350902,9.18399639663658,191120.3448275862,83.96551724137932,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-24,Ibaraki,11131144,4521,42.32,0,0,0,0,0,0,0,0,0,16.225257503234733,8.416488487294606,129431.90697674418,52.56976744186046,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-24,Tochigi,10108061,5489,42.17,0,0,0,0,0,0,0,0,0,16.128843782295913,8.610501368549889,174276.91379310345,94.63793103448276,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-24,Gunma,10001322,3990,42.08,0,0,0,0,0,0,0,0,0,16.11822784222067,8.29154650988391,100013.22,39.9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-24,Yamanashi,2907798,1050,40.1,0,0,0,0,0,0,0,0,0,14.882906651674013,6.956545443151569,161544.33333333334,58.333333333333336,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-24,Nagano,7358388,4574,36.92,0.16666666666666666,0,0,0,0,0,0,0,0,15.811351444977165,8.428143374582726,108211.58823529413,67.26470588235294,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-24,Shizuoka,13883466,7411,47.66,0,0,0,0,0,0,0,0,0,16.44620919368569,8.910720661951359,119685.05172413791,63.88793103448276,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-25,Ibaraki,10497026,3950,46.28,0,0,0,0,0,0,0,0,0,16.16660253691303,8.281470857895167,122058.44186046511,45.93023255813954,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-25,Tochigi,4988807,3013,47.21,0,0,0,0,0,0,0,0,0,15.422707360987651,8.0106915391303,86013.91379310345,51.94827586206897,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-25,Gunma,8524174,2759,46.4,0,0,0,0,0,0,0,0,0,15.95841668494397,7.922623574217286,85241.74,27.59,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-25,Yamanashi,2479486,917,43.97,0,0,0,0,0,0,0,0,0,14.723561838595728,6.821107472256465,137749.22222222222,50.94444444444444,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-25,Nagano,6460640,3326,43.04,0,0,0,0,0,0,0,0,0,15.681238942058988,8.109525659752872,95009.41176470587,48.911764705882355,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-25,Shizuoka,9324228,4493,51.620000000000005,0,0,0,0,0,0,0,0,0,16.048126731863267,8.41027590907016,80381.27586206897,38.73275862068966,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,Ibaraki,12127529,4278,51.02,0,0,0,0,0,0,0,0,0,16.310988550358182,8.361240889642351,141017.77906976745,49.74418604651163,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,Tochigi,7532033,3857,52.25,0,0,0,0,0,0,0,0,0,15.834675550056009,8.257644958208228,129862.63793103448,66.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,Gunma,12097981,3752,51.8,0,0,0,0,0,0,0,0,0,16.30854913714024,8.230044310126114,120979.81,37.52,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,Yamanashi,2361371,841,49.01,0,0,0,0,0,0,0,0,0,14.674752940529393,6.734591659972948,131187.27777777778,46.72222222222222,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,Nagano,6259612,3320,46.28,1.5,0,0,0,0,0,0,0,0,15.64962876032472,8.107720061910534,92053.11764705884,48.8235294117647,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-26,Shizuoka,12417843,5227,54.02,0.16666666666666666,0,0,0,0,0,0,0,0,16.33464494788938,8.561592778712923,107050.37068965516,45.060344827586206,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27,Ibaraki,13029797,4865,54.8,0,0,0,0,0,0,0,0,0,16.382749369547586,8.489821994620105,151509.26744186046,56.56976744186046,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27,Tochigi,7901844,4153,56.75,0,0,0,0,0,0,0,0,0,15.882606707921092,8.331586243630754,136238.6896551724,71.60344827586206,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27,Gunma,12183778,3689,57.379999999999995,0,0,0,0,0,0,0,0,0,16.315615952773936,8.213110697596676,121837.78,36.89,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27,Yamanashi,2695214,924,52.790000000000006,0,0,0,0,0,0,0,0,0,14.806988165480698,6.828712071641684,149734.11111111112,51.333333333333336,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27,Nagano,7041745,3620,48.08,0,0,0,0,0,0,0,0,0,15.767366566737882,8.194229304819817,103555.07352941176,53.23529411764706,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-27,Shizuoka,12579507,5609,56.06,0,0,0,0,0,0,0,0,0,16.347579619279465,8.632127729508337,108444.02586206896,48.35344827586207,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,Ibaraki,12755052,4689,51.379999999999995,0,0,0,0,0,0,0,0,0,16.361437986382352,8.452974619089586,148314.55813953487,54.52325581395349,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,Tochigi,8182129,4053,52.790000000000006,0,0,0,0,0,0,0,0,0,15.917462943663498,8.307212626628308,141071.1896551724,69.87931034482759,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,Gunma,12637849,3870,51.53,0,0,0,0,0,0,0,0,0,16.352206758151105,8.261009786023827,126378.49,38.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,Yamanashi,2116232,792,53.42,0,0,0,0,0,0,0,0,0,14.565147706781968,6.674561391814426,117568.44444444444,44,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,Nagano,5883004,3660,42.620000000000005,5.5,0,0,0,0,0,0,0,0,15.58757807377157,8.205218426395412,86514.76470588235,53.8235294117647,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-28,Shizuoka,13403818,6276,60.32,0,0,0,0,0,0,0,0,0,16.41105014971075,8.744488113852924,115550.1551724138,54.10344827586207,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-29,Ibaraki,17640323,6055,42.620000000000005,0,0,0,0,0,0,0,0,0,16.68569791903288,8.708639655987193,205120.03488372092,70.40697674418605,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-29,Tochigi,14166611,5913,43.34,0,0,0,0,0,0,0,0,0,16.46639841580705,8.68490859582083,244251.91379310345,101.94827586206895,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-29,Gunma,20329280,5354,44.24,0,0,0,0,0,0,0,0,0,16.82757276933547,8.585599224080298,203292.8,53.54,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-29,Yamanashi,2804093,1036,45.05,0,0,0,0,0,0,0,0,0,14.84659069349103,6.943122422819428,155782.94444444444,57.55555555555556,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-29,Nagano,9406974,4500,41,0,0,0,0,0,0,0,0,0,16.056961887051045,8.411832675758411,138337.85294117648,66.17647058823529,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-29,Shizuoka,20118545,7831,53.36,0,0,0,0,0,0,0,0,0,16.817152584477498,8.965845494750937,173435.7327586207,67.50862068965517,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-30,Ibaraki,18231377,6507,44.66,7,0,0,0,0,0,0,0,0,16.718654678634927,8.780633799494984,211992.7558139535,75.66279069767442,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-30,Tochigi,13066956,6212,44.51,2.75,0,0,0,0,0,0,0,0,16.385597158704574,8.734238184268579,225292.3448275862,107.10344827586206,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-30,Gunma,21975553,5698,42.35,3,0,0,0,0,0,0,0,0,16.905441166179063,8.647870515057853,219755.53,56.98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-30,Yamanashi,3576931,1278,48.38,1.25,0,0,0,0,0,0,0,0,15.09001572814736,7.15305163493748,198718.38888888888,71,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-30,Nagano,11412279,5396,44.84,5.333333333333333,0,0,0,0,0,0,0,0,16.250200438966207,8.593413217327646,167827.63235294115,79.3529411764706,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-30,Shizuoka,21712116,9411,54.56,4,0,0,0,0,0,0,0,0,16.893381003710164,9.149634496858788,187173.41379310345,81.12931034482759,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-31,Ibaraki,11061667,4526,46.16,2.8333333333333335,0,0,0,0,0,0,0,0,16.21899626602815,8.417593826193484,128624.03488372092,52.627906976744185,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-31,Tochigi,8482169,5029,46.31,4.5,0,0,0,0,0,0,0,0,15.95347675336428,8.522976436171964,146244.2931034483,86.70689655172414,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-31,Gunma,9749427,3687,49.28,0,0,0,0,0,0,0,0,0,16.092719072016283,8.212568398234145,97494.27,36.87,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-31,Yamanashi,2657659,1074,46.85,0.5,0,0,0,0,0,0,0,0,14.79295621807638,6.97914527506881,147647.72222222222,59.666666666666664,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-31,Nagano,7037806,4694,43.04,1.5,0,0,0,0,0,0,0,0,15.766807031834707,8.454040376410969,103497.14705882352,69.02941176470588,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-03-31,Shizuoka,12914197,7406,53.84,0,0,0,0,0,0,0,0,0,16.37383780681447,8.910045761473558,111329.28448275862,63.8448275862069,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-01,Ibaraki,6498732,2677,45.8,2.3333333333333335,0,0,0,0,0,0,0,0,15.687117638912811,7.892452043520352,75566.6511627907,31.127906976744185,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-01,Tochigi,4482663,2840,44.69,5.25,0,0,0,0,0,0,0,0,15.315727847436648,7.951559331155252,77287.29310344828,48.96551724137931,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-01,Gunma,6924113,2523,46.49,0,0,0,0,0,0,0,0,0,15.750520515191283,7.833203948641057,69241.13,25.23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-01,Yamanashi,1669561,632,40.82,1.25,0,0,0,0,0,0,0,0,14.328071275583948,6.448889394146858,92753.38888888888,35.111111111111114,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-01,Nagano,5007277,3163,39.02,0,0,0,0,0,0,0,0,0,15.42640281233028,8.059276223305648,73636.42647058824,46.51470588235294,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-01,Shizuoka,7512710,3867,49.46,0,0,0,0,0,0,0,0,0,15.832106810845891,8.260234291607297,64764.74137931035,33.33620689655172,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-02,Ibaraki,7721418,3125,42.8,0,0,0,0,0,0,0,0,0,15.85950858389056,8.047189562170502,89783.93023255814,36.33720930232558,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-02,Tochigi,5154838,3189,41.99,0,0,0,0,0,0,0,0,0,15.455446249139202,8.067462667010057,88876.5172413793,54.98275862068966,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-02,Gunma,8033582,2498,43.16,0,0,0,0,0,0,0,0,0,15.899141063670545,7.823245690685523,80335.82,24.98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-02,Yamanashi,1686204,631,40.1,0,0,0,0,0,0,0,0,0,14.33799040666574,6.447305862541213,93678,35.05555555555556,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-02,Nagano,4921548,2925,35.06,0.16666666666666666,0,0,0,0,0,0,0,0,15.40913367312789,7.981049759665957,72375.70588235294,43.01470588235294,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-02,Shizuoka,8728697,4157,47.78,0,0,0,0,0,0,0,0,0,15.982126661235077,8.332548939252638,75247.38793103448,35.83620689655172,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-03,Ibaraki,8528308,3643,42.38,0,0,0,0,0,0,0,0,0,15.958901541058284,8.200562797008564,99166.37209302324,42.36046511627907,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-03,Tochigi,6140667,3555,41.72,0,0,0,0,0,0,0,0,0,15.63044392614513,8.176110342237342,105873.56896551725,61.293103448275865,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-03,Gunma,9321864,2798,42.8,0,0,0,0,0,0,0,0,0,16.04787316666444,7.936660155225426,93218.64,27.98,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-03,Yamanashi,1596986,721,40.28,0,0,0,0,0,0,0,0,0,14.283628660721655,6.580639137284949,88721.44444444444,40.05555555555556,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-03,Nagano,4890685,2895,36.5,0,0,0,0,0,0,0,0,0,15.402842933440107,7.970740390007095,71921.83823529411,42.5735294117647,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-03,Shizuoka,9457196,4582,47.48,0,0,0,0,0,0,0,0,0,16.06228649117148,8.42989086301344,81527.55172413793,39.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,Ibaraki,8214530,3516,48.62,0,0,0,0,0,0,0,0,0,15.9214150954005,8.165079258805068,95517.7906976744,40.88372093023256,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,Tochigi,6193763,3598,47.93000000000001,0,0,0,0,0,0,0,0,0,15.639053375948242,8.188133414510478,106789.0172413793,62.03448275862069,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,Gunma,9036725,2747,49.81999999999999,0,0,0,0,0,0,0,0,0,16.016807387968495,7.918264686095274,90367.25,27.47,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,Yamanashi,1819430,792,44.51,0,0,0,0,0,0,0,0,0,14.41403382318656,6.674561391814426,101079.44444444444,44,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,Nagano,4518700,2796,42.56,0,0,0,0,0,0,0,0,0,15.323734899821078,7.935945103353701,66451.4705882353,41.11764705882353,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-04,Shizuoka,9482800,4379,51.14,0,0,0,0,0,0,0,0,0,16.064990189271214,8.384575666801398,81748.27586206897,37.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-05,Ibaraki,15102598,5248,56.900000000000006,0,0,0,0,0,0,0,0,0,16.53037733996587,8.565602330623925,175611.60465116278,61.02325581395349,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-05,Tochigi,9833716,4615,56.03,0,0,0,0,0,0,0,0,0,16.101327447138996,8.437067146936952,169546.8275862069,79.56896551724138,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-04-05,Gunma,16667219,4608,58.28,0,0,0,0,0,0,0,0,0,16.628954414175194,8.435549202375727,166672.19,46.08,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
